timestamp; area; px1; py1; px2; py2; px3; py3; px4; py4;
176; 12390.00; 45.00; 19.00; 44.00; 127.00; 152.00; 135.00; 158.00; 19.00;
177; 12390.00; 45.00; 19.00; 44.00; 127.00; 152.00; 135.00; 158.00; 19.00;
178; 12336.00; 45.00; 19.00; 44.00; 126.00; 151.00; 135.00; 158.00; 18.00;
179; 12387.00; 45.00; 19.00; 44.00; 126.00; 153.00; 134.00; 158.00; 18.00;
180; 12339.00; 46.00; 18.00; 44.00; 126.00; 151.00; 135.00; 158.00; 18.00;
181; 12502.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00; 159.00; 18.00;
182; 12502.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00; 159.00; 18.00;
183; 12448.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00; 159.00; 19.00;
184; 12502.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00; 159.00; 18.00;
185; 12502.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00; 159.00; 18.00;
186; 12502.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00; 159.00; 18.00;
187; 12502.00; 45.00; 18.00; 44.00; 125.00; 153.00; 134.00; 159.00; 17.00;
188; 12502.00; 45.00; 18.00; 44.00; 125.00; 153.00; 134.00; 159.00; 17.00;
189; 12448.00; 45.00; 18.00; 44.00; 125.00; 153.00; 134.00; 159.00; 18.00;
190; 12448.00; 45.00; 18.00; 44.00; 125.00; 153.00; 134.00; 159.00; 18.00;
191; 12502.00; 159.00; 18.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00;
192; 12502.00; 159.00; 18.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00;
193; 12502.00; 159.00; 18.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00;
194; 12559.50; 159.00; 18.00; 45.00; 18.00; 44.00; 126.00; 153.00; 135.00;
195; 12502.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00; 159.00; 18.00;
196; 12556.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00; 159.00; 17.00;
197; 12556.00; 45.00; 18.00; 44.00; 126.00; 153.00; 134.00; 159.00; 17.00;
198; 12610.50; 45.00; 18.00; 44.00; 126.00; 154.00; 134.00; 159.00; 17.00;
199; 12610.50; 45.00; 18.00; 44.00; 126.00; 154.00; 134.00; 159.00; 17.00;
200; 12610.50; 45.00; 18.00; 44.00; 126.00; 154.00; 134.00; 159.00; 17.00;
201; 12610.50; 45.00; 18.00; 44.00; 126.00; 154.00; 134.00; 159.00; 17.00;
202; 12610.50; 45.00; 18.00; 44.00; 126.00; 154.00; 134.00; 159.00; 17.00;
203; 12613.50; 46.00; 17.00; 44.00; 126.00; 154.00; 134.00; 159.00; 17.00;
